,0,1,2,3,4
0,0.914864860875114,0.3155229331297096,0.055877794801910574,0.9950317233267961,0.013991036783605915
1,0.40938461212640775,0.1745031276289818,0.4452898026632145,0.0056256084724366495,0.020019589626343537
2,0.8181208808341257,0.8684668148639939,0.4734195848919157,0.5491340264222775,0.7705185862545045
3,0.4167807073745381,0.8862318945771247,0.45000971228633335,0.8462122314229767,0.9485245423540213
4,0.4754703984023969,0.8216864578142057,0.9128712235670486,0.6499346977650607,0.5614494989327382
5,0.35856963951484844,0.4208370216286802,0.8863108772197972,0.3725272493609256,0.3728731888085882
6,0.37869772798911716,0.4820921569353609,0.7942433668686983,0.809083669380629,0.2851988141017191
7,0.2234695278696346,0.9370232617210434,0.8166942535012587,0.6324568660042988,0.7526618520440678
8,0.49917746169187904,0.9330020007150654,0.0010278196479289736,0.972411581375777,0.31672613685523243
9,0.10898946477330396,0.9245467314921452,0.8322513014005164,0.8048940359207096,0.2165399496908469
10,0.707111224525333,0.16365965373938873,0.6716210905690106,0.20867601954033177,0.3164120566310935
11,0.21414703155202863,0.21287315654240502,0.3499031610903006,0.3369918736677652,0.5241514385900022
12,0.4204087366814314,0.6828624390747675,0.9132542783140573,0.16041488603135468,0.0464346355576184
13,0.3410641732096896,0.718493357211818,0.546235530704248,0.8877500936478722,0.6904297697724364
14,0.7225753277006669,0.005703274962781779,0.8330933058740156,0.34211754252668014,0.8070837887349681
15,0.8654849495968645,0.74794116350904,0.9242886849126354,0.22022038452297088,0.9502407352981813
16,0.7756586728101083,0.09871846134940465,0.8198422304280458,0.7625882822680949,0.9160627915529482
17,0.5386963620727664,0.9247943042348569,0.7866542078101603,0.40141804055937913,0.35425608444484147
18,0.76989437887525,0.09208967959716119,0.20003925486252927,0.8285102232534153,0.039906170619458226
19,0.07810678733633736,0.23674669821340133,0.427628773327137,0.5248148485446468,0.5813704360379096
20,0.255387936879404,0.881634325819833,0.16383424970031768,0.03886485445162624,0.5624186873193338
21,0.03742207316674584,0.6302338805979465,0.07392238885084157,0.7733089477415509,0.4544001422714774
22,0.6460350163280734,0.7867192933164446,0.1683968980963877,0.21337460840106615,0.03215438477574473
23,0.4502331466118007,0.6523956732218338,0.4228668208659613,0.5259740125460352,0.4190468541477943
